Region,Major RGI region,Mountain range region,Country,Glacier,RGI glacier ID,Lake name,Lake type,Longitude,Latitude,River,Outburst mechanism
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02448,RGI60-16.02448,,moraine,-77.68146479,-8.98091211,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02309,RGI60-16.02309,,moraine,-77.49436664,-9.19726316,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02183,RGI60-16.02183,,moraine,-77.32095358,-9.44667471,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02181,RGI60-16.02181,,moraine,-77.30149437,-9.48338028,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02416,RGI60-16.02416,Pag Pag,moraine,-77.555556,-9.067778,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02421,RGI60-16.02421,Yanapaccha,moraine,-77.593611,-9.03,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02592,RGI60-16.02592,Champará,moraine,-77.793953,-8.673709,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02517,RGI60-16.02517,,moraine,-77.71579174,-8.8424808,,
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01891,RGI60-16.01891,Juraucocha,moraine,-76.8967,-10.3358,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01909,RGI60-16.01909,Sarapococha,moraine,-76.9134,-10.3122,,breach
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Low Latitudes,Low-latitude Andes,Peru,Kogan,RGI60-16.02539,Jancarurish,moraine,-77.673333,-8.857778,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02438,RGI60-16.02438,Unnamed (Q. Santa Cruz),moraine,-77.646111,-8.938611,,overtopping
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Low Latitudes,Low-latitude Andes,Peru,Caraz,RGI60-16.02444,Artesoncocha,moraine,-77.644167,-8.975278,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,Caraz,RGI60-16.02444,Artesoncocha,moraine,-77.644167,-8.975278,,breach
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Southern Andes,C Andes,Argentina,RGI60-17.11676,RGI60-17.11765,,moraine,-72.001348,-42.426498,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02188,RGI60-16.02188,Milluacocha,moraine,-77.412339,-9.363814,,breach
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02265,RGI60-16.02265,Tullparaju,moraine,-77.344722,-9.421667,,breach
Andes,Southern Andes,C Andes,Chile,Juncal sur,RGI60-17.14015,,ice,-70.12,-33.17,Olivares,
Andes,Southern Andes,C Andes,Chile,Gl. Cachapoal,RGI60-17.13403,,ice,-70.08,-34.37,,
Andes,Southern Andes,Patagonia,Chile,RGI60-17.08975,RGI60-17.08978,,moraine,-72.86666667,-46.23333333,Río Engaño,
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02068,RGI60-16.02068,,moraine,-77.22820071,-9.75449409,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02510,RGI60-16.02510,Unnamed (Q. Alpamayo),moraine,-77.693333,-8.881389,,overtopping
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02182,RGI60-16.02182,Tumarina,moraine,-77.295833,-9.494444,,breach
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Arco,ice,-73.256578,-47.28773,Río Baker,subglacial
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02225,RGI60-16.02225,,moraine,-77.33148113,-9.46051736,,breach
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Low Latitudes,Low-latitude Andes,Peru,Pucajirca,RGI60-16.02553,Safuna Alta,moraine,-77.618611,-8.8425,,piping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02300,RGI60-16.02300,Librón,bedrock,-77.49072,-9.20659,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02305,RGI60-16.02305,Unnamed (Q. Huichganga),moraine,-77.502778,-9.219444,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02364,RGI60-16.02364,Yanaraju,moraine,-77.483611,-9.133889,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02358,RGI60-16.02358,Cancaracá,moraine,-77.505556,-9.141944,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02309,RGI60-16.02309,,moraine,-77.49923847,-9.20023784,,
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Southern Andes,Patagonia,Chile,RGI60-17.09519,RGI60-17.09519,Hudson Volcano Caldera Lake,ice – volc,-72.92046,-45.90041,,
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01870,RGI60-16.01870,W085,moraine/bedrock,-76.9415,-10.2968,,overtopping
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Southern Andes,Patagonia,Chile,Engaño Glacier,RGI60-17.08714,Engaño Lake,moraine,-72.968102,-46.447497,Río Engaño,
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Southern Andes,C Andes,Chile,Gl. Cachapoal,RGI60-17.13403,,ice,-70.08,-34.37,,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01909,RGI60-16.01909,Sarapococha,moraine,-76.91354596,-10.31229598,,breach/overtopping
Andes,Southern Andes,Patagonia,Chile,Gl. Dickson,RGI60-17.04871,Lago Dickson,supraglacial,-73.1046867,-50.71553324,Paine,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02188,RGI60-16.02188,Milluacocha,moraine,-77.412339,-9.363814,,overtopping
Andes,Southern Andes,Patagonia,Argentina,Gl. Dickson,RGI60-17.04871,Lago Dickson,supraglacial,-73.1046867,-50.71553324,Paine,
Andes,Southern Andes,Patagonia,Argentina,Gl. Dickson,RGI60-17.04871,Lago Dickson,supraglacial,-73.1046867,-50.71553324,Paine,
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00667,RGI60-16.00667,,ice/moraine,-68.38853696,-15.94220587,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00793,RGI60-16.00793,,moraine/bedrock,-69.07435727,-15.00775384,,
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00788,RGI60-16.00788,,moraine,-68.98354155,-15.00341703,,breach
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00799,RGI60-16.00799,,bedrock,-69.12798988,-14.91398631,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00877,RGI60-16.00877,,moraine,-69.16233242,-14.78918697,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00289,RGI60-16.00289,,moraine,-72.58707009,-13.32931486,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00244,RGI60-16.00244,,moraine,-72.5848202,-13.37955277,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01963,RGI60-16.01963,,moraine,-77.25096555,-9.97958117,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02622,RGI60-16.02622,,moraine,-76.04308516,-11.9799029,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02051,RGI60-16.02051,,moraine,-75.06008543,-11.92269213,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00337,RGI60-16.00337,,moraine,-72.81931363,-13.20579257,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00912,RGI60-16.00912,,moraine,-69.24850355,-14.6306681,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00371,RGI60-16.00371,,bedrock,-71.9703049,-13.19998251,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02614,RGI60-16.02614,,moraine,-76.03174928,-11.92164758,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01899,RGI60-16.01891,W023,bedrock,-76.8742,-10.3646,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,unknown,,W030,moraine,-76.9168,-10.203,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02917,RGI60-16.02917,,moraine,-76.41182204,-11.4019148,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.04981,RGI60-17.04981,,moraine,-73.900652,-49.816333,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.08598,RGI60-17.08598,Estero El Pedregoso,moraine,-72.41666667,-46.46666667,,
Andes,Southern Andes,Patagonia,Chile,RGI60-17.09232,RGI60-17.09232,Monte Erasmo,moraine,-73.23366748,-46.13951686,,
Andes,Southern Andes,C Andes,Argentina,Gl. Grande del Nevado del Plomo,RGI60-17.14046,,ice,-69.98,-33.12,Plomo,
Andes,Southern Andes,C Andes,Argentina,Gl. Grande del Nevado del Plomo,RGI60-17.14046,,ice,-69.98,-33.12,Plomo,
Andes,Southern Andes,C Andes,Argentina,Gl. Grande del Nevado del Plomo,RGI60-17.14046,,ice,-69.98,-33.12,Plomo,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02716,RGI60-16.02716,,moraine,-75.46500383,-12.64374678,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02535,RGI60-16.02535,,moraine,-77.64378873,-8.85595156,,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01969,RGI60-16.01969,,moraine,-77.24574832,-9.93816,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01917,RGI60-16.01917,Caramarca,moraine,-76.9287,-10.2934,,overtopping
Andes,Southern Andes,Patagonia,Chile,RGI60-17.08524,RGI60-17.08524,,moraine,-72.84,-46.53,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.08529,RGI60-17.08529,,moraine,-72.416253,-46.515376,,
Andes,Southern Andes,C Andes,Chile,RGI60-17.10150,RGI60-17.10150,,moraine,-72.394581,-44.441195,,breach
Andes,Southern Andes,C Andes,Argentina,RGI60-17.11765,RGI60-17.11765,,moraine,-71.92,-42.42,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.08672,RGI60-17.08672,,moraine,-72.52,-46.43,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.09197,RGI60-17.09220,,moraine,-72.410492,-46.077957,,breach
Andes,Southern Andes,C Andes,Chile,RGI60-17.10382,RGI60-17.10382,,moraine,-72.110996,-43.95339,,breach
Andes,Low Latitudes,C Andes,Chile,Gl. Del río Seco de los Tronquitos,RGI60-17.15038,,subglacial,-69.73582,-28.54962,Manflas,breach (?) violent failure of one of the subglacial lake walls
Andes,Southern Andes,Patagonia,Chile,Gl. San Rafael,RGI60-17.15808,,supraglacial,-73.83,-46.7,,
Andes,Southern Andes,Patagonia,Argentina,RGI60-17.05072,RGI60-17.05072,,moraine,-73.01,-49.41,,breach
Andes,Southern Andes,C Andes,Argentina,RGI60-17.13005,RGI60-17.13005,,moraine,-70.45,-36.85,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00441,RGI60-16.00441,,bedrock,-72.22499213,-12.99892265,,overtopping
Andes,Southern Andes,Patagonia,Chile,RGI60-17.00122,RGI60-17.00122,,moraine,-72.960377,-50.94645,,breach
Andes,Southern Andes,Patagonia,Argentina,RGI60-17.00412,RGI60-17.00412,,moraine,-73.089037,-49.813896,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.07059,RGI60-17.07059,Estero Las Lenguas,moraine,-72.885532,-47.717038,,
Andes,Southern Andes,Patagonia,Chile,Steffen Glacier,RGI60-17.15897,Gl. Steffen NW Lake,ice,-73.79450969,-47.39555842,,
Andes,Southern Andes,Patagonia,Chile,RGI60-17.07528,RGI60-17.07528,,moraine,-73.418756,-47.496908,,breach
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Southern Andes,Patagonia,Chile,U-7,RGI60-17.15853,Cerro Largo,moraine,-73.2635,-46.9616,Soler,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00342,RGI60-16.00342,,moraine/bedrock,-72.87785325,-13.23561204,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02011,RGI60-16.02011,,moraine,-77.22141345,-9.84486952,,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02013,RGI60-16.02013,,moraine,-77.21517113,-9.8173936,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02058,RGI60-16.02058,Laguna Chuspicocha,moraine,-75.06901377,-11.90230522,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02358,RGI60-16.02358,Unnamed (Q. Cancaracá grande),moraine,-77.51224393,-9.16608327,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02353,RGI60-16.02353,Lake 513,moraine/bedrock,-77.55050685,-9.21272178,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01005,RGI60-16.01005,,moraine/bedrock,-70.68983867,-13.72976661,,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00318,RGI60-16.00318,,moraine/bedrock,-72.93726855,-13.25436837,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02922,RGI60-16.02922,,bedrock,-76.32334956,-11.3532693,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02184,RGI60-16.02184,Pacliashcocha,moraine,-77.368333,-9.337778,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02485,RGI60-16.02485,Unnamed (Q. Artizon),moraine,-77.614444,-8.932778,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00287,RGI60-16.00287,,bedrock,-72.53117114,-13.31796825,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02602,RGI60-16.02602,,moraine/bedrock,-77.79205703,-8.6966788,,overtopping
Andes,Southern Andes,Patagonia,Chile,RGI60-17.04778,RGI60-17.04778,Última Esperanza,moraine,-73.01666667,-51.38333333,,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01919,RGI60-16.01919,Gangrajanca,moraine,-76.8767,-10.2665,,breach
Andes,Southern Andes,Patagonia,Argentina,Viedma,RGI60-17.05076,Laguna Viedma,ice,-73.05329838,-49.54610631,La Leona,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01274,RGI60-16.01274,,moraine,-71.18298249,-13.70118489,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01975,RGI60-16.01975,,bedrock,-77.22788482,-9.92391315,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00691,RGI60-16.00691,,moraine,-68.42900598,-15.9590662,,overtopping
Andes,Southern Andes,Patagonia,Chile,Calafate,RGI60-17.08272,Lago Calafate,moraine,-73.037388,-46.738581,Río Los Leones,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.07059,RGI60-17.07059,Estero El Blanco,moraine,-72.86666667,-46.23333333,,
Andes,Southern Andes,C Andes,Chile,RGI60-17.11893,RGI60-17.11893,Río Lacaya,moraine,-72.153654,-42.297723,Río Lacaya,
Andes,Southern Andes,C Andes,Argentina,RGI60-17.11876,RGI60-17.11876,,moraine,-72.11368173,-42.29694792,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.08429,RGI60-17.08429,,moraine,-73.032711,-46.618627,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.08529,RGI60-17.08529,,moraine,-72.43,-46.53,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.08529,RGI60-17.08529,,moraine,-72.43,-46.53,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02358,RGI60-16.02358,Unnamed (Q. Cancaracá grande),moraine,-77.51224393,-9.16608327,,breach
Andes,Southern Andes,Patagonia,Chile,RGI60-17.09428,RGI60-17.09428,Río Mogote,moraine,-72.558775,-45.92208,Río Mogote,breach
Andes,Southern Andes,Patagonia,Argentina,Mayo Norte,RGI60-17.00368,Seno Mayo,moraine,-73.3001823,-50.29682995,,
Andes,Low Latitudes,Low-latitude Andes,Peru,Pucajirca,RGI60-16.02553,Safuna Alta,moraine,-77.618611,-8.8425,,overtopping
Andes,Southern Andes,Patagonia,Chile,Olvidado,RGI60-17.00148,,moraine,-73.2117,-50.8789,,
Andes,Low Latitudes,Low-latitude Andes,Peru,Palcaraju,RGI60-16.02263,Palcacocha,moraine,-77.377996,-9.394384,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00479,RGI60-16.00479,,moraine,-67.81721474,-16.64115553,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02412,RGI60-16.02412,,moraine/bedrock,-77.54465292,-9.09562839,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00362,RGI60-16.00362,,bedrock,-72.8082943,-13.31149421,,overtopping
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00913,RGI60-16.00913,,moraine/bedrock,-69.24546709,-14.62347456,,overtopping
Andes,Southern Andes,Patagonia,Chile,RGI60-17.04518,RGI60-17.04518,Península de las Montañas,moraine,-73.31666667,-51.91666667,,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02141,RGI60-16.02141,,bedrock,-77.40143939,-9.38474213,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00846,RGI60-16.00846,,ice,-67.34999072,-16.95343986,,opening of subglacial tunel
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00811,RGI60-16.00811,,bedrock,-69.11487808,-14.9309073,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00417,RGI60-16.00417,,moraine,-72.33066854,-13.18237293,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00375,RGI60-16.00375,,bedrock,-72.12438362,-13.18864869,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00811,RGI60-16.00811,,bedrock,-69.11146998,-14.93171255,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00673,RGI60-16.00673,,bedrock,-68.39084842,-15.9159005,,overtopping
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01981,RGI60-16.01981,,moraine,-77.05124605,-9.92426419,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00390,RGI60-16.00390,,bedrock,-73.08554742,-13.24891441,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00366,RGI60-16.00366,,moraine/bedrock,-72.86704695,-13.23614971,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00358,RGI60-16.00358,,moraine,-72.77521161,-13.25783296,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02049,RGI60-16.02049,,moraine,-75.04614899,-11.88748883,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02042,RGI60-16.02042,,moraine/bedrock,-75.05195311,-11.89485789,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01251,RGI60-16.01251,,ice,-70.8600042,-13.93587768,,overtopping
Andes,Southern Andes,Patagonia,Chile,Gl. Témpano,RGI60-17.05460,Lago Témpanos,ice,-73.927946,-48.682404,,
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00373,RGI60-16.00373,,moraine,-71.9760528,-13.23338628,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00364,RGI60-16.00364,,bedrock,-72.85962284,-13.28181774,,overtopping
Andes,Southern Andes,Patagonia,Chile,Gran Campo Nevado,RGI60-17.04163,,ice,-73.104358,-52.721712,,
Andes,Southern Andes,Patagonia,Chile,Gl. Alemania,RGI60-17.02265,,ice,-69.352956,-54.823635,,
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Cachet,ice,-73.260612,-47.179562,Río Baker,englacial and subglacial
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00374,RGI60-16.00374,,moraine,-72.00969207,-13.21320342,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00372,RGI60-16.00372,,moraine,-71.97337166,-13.21954595,,breach
Andes,Southern Andes,Patagonia,Argentina,Gl. Perito Moreno,RGI60-17.00312,Lago Argentino,ice,-72.98,-50.5,Santa Cruz,tunneling and collapse
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00324,RGI60-16.00324,,bedrock,-72.91866196,-13.24424422,,overtopping
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Cachet,ice,-73.260612,-47.179562,Río Baker,englacial and subglacial
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Cachet,ice,-73.260612,-47.179562,Río Baker,englacial and subglacial
Andes,Southern Andes,C Andes,Chile,RGI60-17.13321,RGI60-17.13321,,moraine,-70.814998,-35.975183,,breach
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Cachet,ice,-73.260612,-47.179562,Río Baker,englacial and subglacial
Andes,Southern Andes,C Andes,Argentina,Ventisquero Negro,RGI60-17.12370,Lago Manso,moraine,-71.831,-41.206,Rio Manso,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02833,RGI60-16.02833,,moraine,-74.9345344,-11.73864124,,breach
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02854,RGI60-16.02854,,bedrock,-75.21597924,-11.67808214,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.00324,RGI60-16.00324,,bedrock,-72.91622963,-13.24436045,,overtopping
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Cachet,ice,-73.260612,-47.179562,Río Baker,englacial and subglacial
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00861,RGI60-16.00861,,ice,-69.1675,-14.6782,,breach
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00897,RGI60-16.00897,,moraine/bedrock,-69.13120255,-14.6860914,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,unknown,RGI60-16.01857,W097,moraine,-76.97985,-10.3168,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01882,RGI60-16.01891,E087,moraine,-76.8635,-10.3441,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,Glaciar 513,RGI60-16.02353,Laguna 513,bedrock,-77.55050685,-9.21272178,Santa,overtopping
Andes,Southern Andes,Patagonia,Chile,Colonia Glacier,RGI60-17.15859,Lago Cachet,ice,-73.260612,-47.179562,Río Baker,englacial and subglacial
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.01957,RGI60-16.01957,,bedrock/ice,-76.03154148,-11.86928429,,overtopping
Andes,Low Latitudes,Low-latitude Andes,Peru,RGI60-16.02787,RGI60-16.02787,,moraine,-75.91330648,-12.19834435,,breach
Andes,Low Latitudes,Low-latitude Andes,Bolivia,RGI60-16.00600,RGI60-16.00600,,bedrock/ice,-68.28640249,-16.0908825,,
